element,id,geometry,crossing,crossing:markings,highway,public_transport,share_taxi,distance,name,bus,bench,departures_board,level,shelter,crossing:island,crossing:signals,alt_name,railway,bin,lit,noexit,noname,crossing_ref,source,amenity,taxi_vehicle,ref,check_date:shelter,traffic_calming,note,addr:city,addr:postcode,addr:street,check_date:bin,mapillary,source:geometry,survey:date,name:etymology,name:etymology:wikidata,operator,train,wikidata,wikipedia,tactile_paving,direction,supervised,kerb,internet_access,lamp_mount,lamp_type,support,addr:housenumber,description,addr:barangay,addr:province,access,lanes,postal_code,old_name,surface,maxspeed,oneway,foot,designation,status,service,bridge,layer,fixme,width,short_name,destination:forward,destination:lanes:backward,lanes:backward,lanes:forward,parking:lane:both,sidewalk,turn:lanes:backward,turn:lanes:forward,bridge:name,lane_markings,nat_name,hgv,psv,shoulder,handrail,bicycle,ramp,incline,goods,junction,covered,admin_level,boundary,motorcar,motorcycle,sidewalk:left,source:width,horse,area,wheelchair,maxweight,smoothness,sac_scale,indoor,maxheight,footway,ramp:wheelchair,vehicle:lanes,parking:both,parking:both:restriction,destination:backward,destination:lanes:forward,parking:condition:both,parking:condition:both:time_interval,motor_vehicle,access:conditional,oneway:conditional,closed,tunnel,turn:lanes,step_count,informal,type
way,710272166,"LINESTRING (121.2046636 14.1737556, 121.2054688 14.1728174)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710272167,"LINESTRING (121.2052082 14.1741786, 121.2061177 14.1731054)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710272168,"LINESTRING (121.2054796 14.1743894, 121.2064495 14.1732527)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710272169,"LINESTRING (121.2041326 14.1733431, 121.2044119 14.17356, 121.2046636 14.1737556, 121.2049427 14.1739723, 121.2052082 14.1741786, 121.2054796 14.1743894, 121.2057628 14.1746095)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710272170,"LINESTRING (121.2037529 14.1754219, 121.2044953 14.1745157, 121.2047237 14.1742414, 121.2049427 14.1739723, 121.2057726 14.1729523)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710272171,"LINESTRING (121.203667 14.1738929, 121.2039421 14.1740998, 121.2042187 14.1743078, 121.2044953 14.1745157, 121.2047589 14.1747139, 121.2050593 14.1749398, 121.2053227 14.1751378)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710272172,"LINESTRING (121.2031321 14.1745245, 121.2033653 14.1742492, 121.203667 14.1738929, 121.2039232 14.1735904, 121.2041326 14.1733431, 121.204668 14.1727109)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710272173,"LINESTRING (121.2067696 14.1733948, 121.2057628 14.1746095, 121.2055334 14.1748862, 121.2053227 14.1751378, 121.2046587 14.1759303, 121.2045622 14.1759693, 121.2042215 14.1759641, 121.2041035 14.1759225, 121.2039372 14.1756937, 121.2037529 14.1754219, 121.2035467 14.1751182, 121.2033319 14.1748015, 121.2031321 14.1745245, 121.2021995 14.1732404)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710272174,"LINESTRING (121.2025786 14.1731504, 121.2033653 14.1742492)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710272175,"LINESTRING (121.203649 14.175981, 121.2034933 14.1760369, 121.20337 14.1760148)",,,path,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710272177,"LINESTRING (121.20337 14.1760148, 121.203231 14.1753483)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,726574936,"LINESTRING (121.2506481 14.1745573, 121.2507351 14.1743401, 121.2507512 14.1743206)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,726574937,"LINESTRING (121.2507512 14.1743206, 121.2507793 14.1743232, 121.2509376 14.1743765, 121.2510918 14.1744168, 121.2512943 14.1744207, 121.2514137 14.1743895)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,726574938,"LINESTRING (121.2506481 14.1745573, 121.2515505 14.1748368)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,726574939,"LINESTRING (121.2501128 14.1744212, 121.2500381 14.1746213, 121.2499743 14.1747596, 121.2498711 14.1750032, 121.2498173 14.1751392)",,,residential,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,,concrete,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,734321612,"LINESTRING (121.2030107 14.1716975, 121.2029214 14.171248, 121.202884 14.1710224)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,734321613,"LINESTRING (121.2029618 14.170992, 121.2030141 14.1712235, 121.2030996 14.1716787)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737793969,"LINESTRING (121.2373483 14.1792537, 121.2373176 14.1791804, 121.2372516 14.1790259, 121.2371839 14.1789007, 121.2371289 14.1788465, 121.2369458 14.1787733, 121.2367182 14.1786716, 121.2362739 14.1784607, 121.235955 14.1783069, 121.2357764 14.1782274)",,,residential,,,,Gladiola Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737793970,"LINESTRING (121.235955 14.1783069, 121.2356903 14.1787788)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737793971,"LINESTRING (121.2362739 14.1784607, 121.236169 14.178647, 121.2359485 14.1789327, 121.2357298 14.1788061, 121.2356903 14.1787788)",,,residential,,,,Rose Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,737793972,"LINESTRING (121.2357298 14.1788061, 121.2355704 14.1790058, 121.2355076 14.17907, 121.2356192 14.179185, 121.235687 14.1792292, 121.2357334 14.179246, 121.2356707 14.1793595, 121.2357535 14.1794052, 121.2357957 14.1794117, 121.2358821 14.1794402, 121.2358598 14.1796368, 121.2358885 14.1796628)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742184410,"LINESTRING (121.244739 14.1602485, 121.2447139 14.1603012, 121.2446939 14.1603348)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742184411,"LINESTRING (121.2455654 14.1625356, 121.2456543 14.1627218)",,,path,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742184412,"LINESTRING (121.2452624 14.1634885, 121.2453351 14.1633141, 121.245494 14.1629585, 121.2456543 14.1627218, 121.2460318 14.1621984, 121.2464216 14.1614436, 121.2464466 14.1613951, 121.2464678 14.1613481, 121.2464804 14.161319, 121.2464797 14.1612814, 121.2464747 14.1612415, 121.2464651 14.1612209, 121.2464431 14.1612093, 121.2464227 14.1611971, 121.2463911 14.1611813, 121.2463027 14.1611373, 121.2462131 14.1610946, 121.2462015 14.1611045, 121.2461862 14.1611073, 121.2461684 14.1611056, 121.2461566 14.1611, 121.2461473 14.161091, 121.2461429 14.1610786, 121.2461415 14.1610621, 121.2461207 14.161052, 121.2460963 14.161068, 121.2460719 14.161081, 121.2460438 14.1610893, 121.2460084 14.1610849, 121.2459745 14.1610736)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742184413,"LINESTRING (121.2453576 14.1635598, 121.2455343 14.1631743, 121.2457737 14.1628148, 121.2461971 14.1622769, 121.24658 14.1615215, 121.246598 14.1614884)",,,cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742184414,"LINESTRING (121.2451363 14.164007, 121.2453576 14.1635598)",,,cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,designated,,,,yes,1,,,,,,,,,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742184415,"LINESTRING (121.2450306 14.163953, 121.2452624 14.1634885)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742184416,"LINESTRING (121.2449541 14.1643841, 121.2450462 14.1641823, 121.2451363 14.164007)",,,cycleway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742365863,"LINESTRING (121.2449567 14.1755709, 121.2450481 14.17539, 121.2450454 14.1753783, 121.2450397 14.1753726, 121.2447073 14.1752245)",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,742399767,"LINESTRING (121.2578154 14.1591883, 121.2579574 14.1595349, 121.2579491 14.1596432, 121.2579326 14.1596913, 121.2579202 14.1597595, 121.2578954 14.1598117, 121.2578829 14.1598879, 121.2578912 14.159944, 121.2578912 14.1600243, 121.2578995 14.1601326, 121.257974 14.1603171, 121.2579988 14.1605137, 121.2580236 14.1606661, 121.2588136 14.1612125)",,,track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,754202112,"LINESTRING (121.2466421 14.1612859, 121.2467176 14.1613175, 121.2468171 14.1613685, 121.247319 14.1616257, 121.2480503 14.1620019, 121.248185 14.1620724, 121.2486102 14.1622954, 121.2487731 14.1623846, 121.2488781 14.162448, 121.2489895 14.1625296, 121.2492495 14.1627545, 121.2497232 14.1631777, 121.2502207 14.1636302, 121.250518 14.1639084, 121.2515869 14.164936, 121.2539284 14.1671212, 121.2540969 14.1672948)",,,tertiary,,,,Pili Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2367663,,,,,,,,,,,,,,,,,,2,4031,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no @ (Sa-Su 05:00-08:00),,,,,,
way,758525601,"LINESTRING (121.2426329 14.1620357, 121.242722 14.1618863)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,766137417,"LINESTRING (121.2353425 14.1835634, 121.2362205 14.1839772)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,770390606,"LINESTRING (121.2101224 14.1746313, 121.2100902 14.1745767, 121.2100607 14.174158, 121.2100982 14.1741086, 121.2101526 14.1741073, 121.2102055 14.1741372, 121.2102216 14.1742569, 121.2102136 14.1745325, 121.2102136 14.1746183, 121.210176 14.1746391, 121.2101224 14.1746313)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,770390607,"LINESTRING (121.2101526 14.1741073, 121.2101561 14.1740842, 121.2101478 14.1740559, 121.2100937 14.1740418, 121.2099758 14.1740441)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,770390614,"LINESTRING (121.2067915 14.1749513, 121.2070688 14.1749876, 121.2072029 14.1750474)",,,residential,,,,Long Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,2,4030,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,778755546,"LINESTRING (121.235955 14.1783069, 121.236231 14.1776942)",,,residential,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,,,,,,,,,,,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,778756134,"LINESTRING (121.2372302 14.1793454, 121.2372053 14.1792952, 121.2371853 14.1792241)",,,footway,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing,,,,,,,,,,,,,,,,,
way,780064017,"LINESTRING (121.2311281 14.161848, 121.231159 14.1619572)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,780064018,"LINESTRING (121.2311644 14.161739, 121.2311499 14.1617895, 121.2311281 14.161848)",,,steps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,780064019,"LINESTRING (121.2316969 14.1621525, 121.2319073 14.1620209)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,815676504,"LINESTRING (121.240365 14.178251, 121.240356 14.1782469, 121.2403431 14.1782412, 121.2403173 14.1782297, 121.2402206 14.1781897, 121.2401658 14.1781681, 121.2401513 14.1781889, 121.2400894 14.1781705, 121.2400542 14.1782427, 121.2400055 14.178345, 121.2401356 14.1783936)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,815676513,"LINESTRING (121.2416008 14.176202, 121.2414445 14.1765344)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,817250630,"LINESTRING (121.2656021 14.1714626, 121.2655344 14.1714422)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,817250631,"LINESTRING (121.2655344 14.1714422, 121.2654079 14.1714071, 121.2652371 14.1713893, 121.2651375 14.1713499, 121.2649424 14.1713341)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,817250632,"LINESTRING (121.2649424 14.1713341, 121.2648756 14.1713143, 121.2647851 14.1712874, 121.26467 14.1712533)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,821827913,"LINESTRING (121.2409801 14.1786935, 121.240982 14.1786244, 121.2409841 14.1785813, 121.2410025 14.1785097, 121.2410173 14.1784649, 121.2410461 14.1783809, 121.2410742 14.1782706, 121.2409635 14.1782453, 121.2409968 14.1780452, 121.2410003 14.1780385, 121.2410537 14.1779125)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,822825146,"LINESTRING (121.2580002 14.1704663, 121.2579927 14.1704884, 121.2579779 14.1705069, 121.2579576 14.1705194, 121.2579342 14.1705246, 121.2579121 14.1705223, 121.2578917 14.1705135, 121.2578753 14.1704989, 121.2578643 14.1704801, 121.25786 14.170459, 121.2578626 14.1704375, 121.2578721 14.170418, 121.2578873 14.1704022, 121.2579069 14.1703919, 121.2579306 14.170388, 121.2579543 14.170392, 121.2579752 14.1704035, 121.2579909 14.1704212, 121.2579996 14.170443, 121.2580002 14.1704663)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823312855,"LINESTRING (121.2401763 14.1788388, 121.2401771 14.1788647, 121.2401812 14.1789258)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823312856,"LINESTRING (121.2401812 14.1789258, 121.2401817 14.1789689, 121.2401753 14.1789969, 121.2401672 14.179064, 121.240165 14.1790821, 121.2401102 14.1792207, 121.2400819 14.179323)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823312867,"LINESTRING (121.2400894 14.1781705, 121.2401578 14.1780272)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823312879,"LINESTRING (121.2400542 14.1782427, 121.2399724 14.1782123, 121.2399644 14.1782304)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823332630,"LINESTRING (121.240535 14.1778368, 121.2406029 14.1777182, 121.2404746 14.1776522)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823332631,"LINESTRING (121.2404937 14.1783059, 121.2405325 14.1781856, 121.2405399 14.1781844, 121.2405672 14.1781132)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823332632,"LINESTRING (121.2405026 14.1780893, 121.2405672 14.1781132, 121.2406096 14.1781276, 121.2406296 14.1780782, 121.2406405 14.1780516)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823332633,"LINESTRING (121.2406296 14.1780782, 121.2407936 14.1781396)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823332638,"LINESTRING (121.2393351 14.1782539, 121.2395837 14.1783485)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823527080,"LINESTRING (121.2331012 14.1880323, 121.2331268 14.1880614, 121.2331409 14.1880793)",,,tertiary,,,,Hilario T. Apolinario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823527081,"LINESTRING (121.2331409 14.1880793, 121.2331875 14.1881356)",,,tertiary,,,,Hilario T. Apolinario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823527097,"LINESTRING (121.2318458 14.1865561, 121.2318745 14.1865243)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823527098,"LINESTRING (121.2318745 14.1865243, 121.2319141 14.1864776, 121.2319771 14.1863339, 121.2319783 14.1862207, 121.2320355 14.1860283)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823527101,"LINESTRING (121.2319875 14.1867092, 121.2320142 14.1866853)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823527102,"LINESTRING (121.2320142 14.1866853, 121.2321001 14.1866074)",,,service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,823527106,"LINESTRING (121.2308 14.1859914, 121.2309208 14.1857755, 121.2310423 14.1855972)",,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
