osmid,highway,lanes,name,ref,oneway,reversed,length,geometry,speed_kph,service,maxspeed,access,width,bridge,junction,tunnel
328679919,primary,4,National Highway,66,False,False,239.36264138015716,"LINESTRING (121.2176098 14.1742112, 121.21801 14.1743888, 121.2181307 14.1744603, 121.2182245 14.1745501, 121.2184177 14.1747984, 121.2190547 14.1757684)",30.491031197138334,,,,,,,
38351532,secondary,,M. Palis Street,,False,False,85.56289463952457,"LINESTRING (121.2226658 14.1776091, 121.2225881 14.1778273, 121.2225309 14.177988, 121.2225169 14.1780208, 121.2224896 14.1780849, 121.222398 14.1783333)",30.0,,30,,,,,
90087399,primary,4,National Highway,66,False,False,101.61558160583937,"LINESTRING (121.2226658 14.1776091, 121.2230925 14.1777397, 121.2232942 14.1778409, 121.2235199 14.177981)",30.491031197138334,,,,,,,
411086305,primary,4,National Highway,66,False,True,82.37098208570092,"LINESTRING (121.2226658 14.1776091, 121.2220091 14.1774293, 121.2219303 14.1774085)",30.491031197138334,,,,,,,
90087399,primary,4,National Highway,66,False,False,11.942905046889166,"LINESTRING (121.2247623 14.1804211, 121.2247919 14.1805246)",30.491031197138334,,,,,,,
90087399,primary,4,National Highway,66,False,True,61.418785941091585,"LINESTRING (121.2247623 14.1804211, 121.2246132 14.179888)",30.491031197138334,,,,,,,
161838768,steps,,Juan Luna Extension,,False,True,8.559038561307688,"LINESTRING (121.2247623 14.1804211, 121.2247901 14.180349)",30.491031197138334,,,,,,,
33514824,primary,4,National Highway,66,False,True,48.54989906747059,"LINESTRING (121.2621851 14.1760228, 121.2617385 14.1760789)",30.491031197138334,,,,,,,
1153990239,unclassified,2,,,True,False,33.1976418263526,"LINESTRING (121.2621851 14.1760228, 121.2624288 14.1758403)",40.0,,40,destination,,,,
33514824,primary,4,National Highway,66,False,False,53.965509516532066,"LINESTRING (121.2621851 14.1760228, 121.2624716 14.1759969, 121.2626835 14.1759777)",30.491031197138334,,,,,,,
33514824,primary,4,National Highway,66,False,False,69.67153861706946,"LINESTRING (121.2542037 14.1767151, 121.2548481 14.1766677)",30.491031197138334,,,,,,,
33514824,primary,4,National Highway,66,False,True,105.2716925821757,"LINESTRING (121.2542037 14.1767151, 121.2532286 14.1767652)",30.491031197138334,,,,,,,
37779847,footway,,,,False,True,32.01088034992793,"LINESTRING (121.2542037 14.1767151, 121.2541521 14.1769986)",30.0,,,,,,,
35602432,secondary,,Jose Rizal Street,,False,False,59.21642810912459,"LINESTRING (121.2251348 14.1810056, 121.2248573 14.1808936, 121.2247121 14.1808379, 121.2246256 14.180806)",30.0,,30,,,,,
"[297157682, 90087398]",primary,4,National Highway,66,False,False,115.87743723055708,"LINESTRING (121.2251348 14.1810056, 121.2253283 14.1810831, 121.2256116 14.1811857, 121.225943 14.1812737, 121.2261621 14.1812862)",30.491031197138334,,,,,,,
90087399,primary,4,National Highway,66,False,True,65.02757105404967,"LINESTRING (121.2251348 14.1810056, 121.2249592 14.1807683, 121.2248816 14.1806571, 121.2247919 14.1805246)",30.491031197138334,,,,,,,
23435259,tertiary,,B. A. Villanueva,,False,False,22.794485697902132,"LINESTRING (121.2382407 14.1873863, 121.2382755 14.1871841)",33.15068493150685,,,,,,,
