bldg_id,name,x_coord,y_coord,category
437,Unnamed,65.7385230005107,63.4113623632788,commercial
438,Lubag's Bigasan,65.13422969655839,66.0470532739761,commercial
439,Andok's,65.59791396339392,69.33003790075122,commercial
440,FMS Veterinary Clinic,66.95207045644213,69.04029534413827,special
441,JM and Rayne Store,67.04586149002485,69.03325242161941,commercial
442,Jonas Bakery,71.41652365471961,68.52747231148632,commercial
443,Verzl Auto Supply,85.81926080262095,66.65765827740083,commercial
444,Bingo's Pet Mart,98.48213552105315,65.47035257197587,commercial
445,Dalcielo,60.46638172794736,42.43590121564218,commercial
446,Eusebio's Radio & Electrical Store,64.99625610999168,67.71295013283316,commercial
447,Karnihan sa Kanto,64.72728512939871,67.36719177386757,commercial
448,Nilo's Barber Shop,65.04446935202502,67.46677542249448,commercial
449,Rafaella Telecom Shop,64.82898251456548,67.40568216437188,commercial
450,Unnamed,68.71828739123552,56.71436199311326,commercial
451,Twenty-O-Seven Mini-Store,64.84510527074079,59.09208539297842,commercial
452,Sheila's Store,64.21321724947956,64.01803643320281,commercial
453,Unnamed,64.4721115074602,67.1147930854868,transport
454,BLINK Creative Studio,65.61543195809054,57.95145952285169,commercial
455,Calderon Medical Clinic,66.03105800936328,58.997415411223784,special
456,Esperanza Children's Clinic,66.03725906944086,58.949425264764464,special
457,Selina's,66.57442589809783,56.74007684974966,commercial
458,Ellen's Fried Chicken,68.13476763852223,53.81660884918541,commercial
459,Ellen's Fried Chicken,64.3873120109977,68.90058341604768,commercial
460,Greenwich,59.5366877967775,71.0019949487498,commercial
461,Belle Touch Salon & Beauty Spa,64.34933051804722,69.22685089641605,commercial
462,Bluebird,64.43955594208037,68.66718423957691,commercial
463,Botique ni Lola,65.02199050927953,66.40968188920802,commercial
464,RD Pawnshop,65.13360959056607,69.43551794962487,commercial
465,Emilio S. Lim Appliances,64.80123277074193,68.87683402616018,commercial
466,Esther Salvador Creations,65.48474461709351,65.75403493944732,commercial
467,Glory Sun Home Center,64.47831256753778,68.32273619177822,commercial
468,Golden Wheat,65.22786570364855,69.41340644869672,commercial
469,LB Laundry Area,65.0122238396744,66.4511204798357,commercial
470,Lynderm Facial Center,64.82247140148071,68.79837914508695,commercial
471,Audiomaxx,64.99517092447753,66.55643673981456,commercial
472,Skyquest,65.00385240856855,66.48830055917601,commercial
473,Dr. Rhodora L. Nevalga Dental Clinic,65.32832287678659,65.2395740178389,special
474,Oro Optical,65.2315863396907,66.6429172767811,commercial
475,TGP,36.76251955271742,73.73563161911754,commercial
476,Daisy Patahian,65.90223098638732,63.757612088931616,commercial
477,Etiquetta,65.79665793866378,64.24635815390363,commercial
478,22 Wing Point,65.53946897221162,64.33070943522358,commercial
479,iCustomize,65.91571829203461,63.709621942472296,commercial
480,Aqua Unabia,66.66821693168056,66.01118350580268,commercial
481,Unnamed,67.29901976742767,64.92280629342554,commercial
482,Mimie's store - joning tuesday,67.0449313310033,65.30050348706673,commercial
483,Unnamed,66.84711751473296,65.79055986320273,commercial
484,Unnamed,66.8959508628027,65.96466745940506,commercial
485,Unnamed,65.9380421082875,67.89786779615449,commercial
486,Unnamed,67.88160936111942,38.542147796547546,commercial
487,Unnamed,64.27894848625357,70.35552017715456,transport
488,Unnamed,61.345692046055625,75.12488903302203,transport
489,Unnamed,38.39928935852049,36.741616465369844,commercial
490,Jacques',66.50838460833867,56.59872703270262,commercial
491,Unnamed,67.43373779747404,57.54264243901459,commercial
492,Arbo Cycle Hub,70.44109690550779,68.40397548407712,commercial
493,Armia Store,69.11639544781164,68.66702045068213,commercial
494,Ashlee's Poultry Supply,68.98291762977198,68.68913195161028,commercial
495,Powerhand Microlending,70.28870585427224,68.40512200634926,commercial
496,Princess & Prince Store,70.51256412283762,68.35860595995162,commercial
497,Ultimate Gun Store,69.5819400326462,68.53746343412854,commercial
498,Unnamed,72.25258157882135,68.03266605737281,commercial
499,Unnamed,70.56031228539322,68.37629516069472,commercial
500,Unnamed,69.98671422879967,68.47964595392176,commercial
501,Unnamed,68.55721485588693,68.77610385526404,commercial
502,Erika Store,87.02304158894724,45.713153231065355,commercial
503,Victory Los Baños,66.56264388397905,52.01787919586184,special
504,LifeBox,66.59380421083756,51.99232812812311,miscellaneous
505,Mahogany,23.54899069995893,40.597698438436936,school
506,Dorm A,24.06879456043389,29.522293306603164,residential
507,Dorm B,24.393110002159347,29.86739650998676,residential
508,Dorm C,24.272499383774633,30.340255052069814,residential
509,Dorm D,23.781840505644535,30.825889128020773,residential
510,Unnamed,68.89377739125297,54.15958279692532,commercial
511,Unnamed,59.26926708119842,44.183364944590615,miscellaneous
512,Unnamed,58.66605896278227,45.78522034520172,miscellaneous
513,Unnamed,58.95874899814947,45.858433981610226,miscellaneous
514,Unnamed,58.796901330271886,45.87071814879381,miscellaneous
515,Royal Cable,66.08950300054556,59.80784286748434,commercial
516,S. A. Mendoza Optical,66.06376860123568,59.595408669675386,special
517,Macayon Party Needs,69.51496858388751,68.55416990149718,commercial
518,Unnamed,56.35755932476846,71.05719180662567,commercial
519,Bee Jay Paint Center,58.63458858291658,70.56238555250924,commercial
520,Lasalas Store,76.56975960040471,67.1344477529788,commercial
521,Lhez Pasalubong,47.57887360844283,74.75161413956879,commercial
522,Unnamed,69.37420452025613,69.00688240940099,commercial
523,BPI,66.64635819492743,52.21688270422089,commercial
524,BPI,58.750548406259625,70.97005611407711,commercial
525,Mio Cucina,66.17275223199418,59.82078219024993,commercial
526,Candytuft,62.261588618571004,59.17299710748779,commercial
527,Unnamed,63.73775096852523,63.794464590479485,commercial
528,Hanarose Sizzlers,67.23948959075328,53.59385595094177,commercial
529,Big D's,62.80495650730556,54.25032184517923,commercial
530,Los Baños Fire Station,36.75554336013288,75.62116938720011,special
531,IRRI Bookstore & Souvenir Shop,83.78159246322116,54.501901589080326,commercial
532,IRRI Emergency Brigade,88.73918496366419,57.970131456969234,special
533,Marsman Drysdale Travel,83.8735231787828,54.629984505569325,commercial
534,Petron,88.24589063500606,57.432084934371,commercial
535,De Jesus Store,56.943249448487975,68.19776526430735,commercial
536,Totie's Store,57.556224236531285,68.19579979755554,commercial
537,Unnamed,67.12197950239634,40.12582262972833,miscellaneous
538,Unnamed,67.3163827356317,40.23244920087411,miscellaneous
539,Chicharap Food House,62.425451630962236,54.86960766007929,commercial
540,Fair and Square Laundry Shop,62.435528353574554,54.80376452397919,commercial
541,Unnamed,66.94617944937173,55.93914914944411,commercial
542,Oro Optical,66.96152707306211,55.88722806948698,commercial
543,Namia Travel and Tours,65.49978218775469,64.41309524979462,commercial
544,Budget Swak na Swak Store,65.57993088917551,64.16773948393272,commercial
545,La Trenda PENs Fashion Haus,65.59078274431681,64.13006803790807,commercial
546,Unnamed,65.5968287778798,64.08289683592552,commercial
547,Cravery Pizza,67.01780169319412,54.25048563407692,commercial
548,Doymeal's Eatshop,66.9494350059141,55.58454619010552,commercial
549,Unnamed,66.83223497056436,54.26276980125759,commercial
550,Lil' Orbits Mini Donuts,66.89610588929527,54.11503221727659,commercial
551,Mini Moo Ice Cream,67.03082391934164,55.61681260257356,commercial
552,Unnamed,66.83363020908567,54.21789164381933,commercial
553,TLC Center of Natural Health & Beauty,66.64155237337114,56.527151285250575,commercial
554,TP-Toda,81.36689967149147,66.6530721883181,transport
555,Karne Frio,66.96400749707551,54.40166278487142,commercial
556,Kaye's Gallery,66.97780485573,54.03117230264387,commercial
557,Labada U,65.32599747926575,65.27642651938677,commercial
558,Department of Community and Environmental Resource Planning,64.39242788553913,48.212080413795434,school
559,Office of the College Secretary,64.12609235549621,47.908743378834885,miscellaneous
560,CHE Library,64.40979085374317,47.593122176687835,school
561,UPLB Phil-LiDAR 1,65.2267805181344,47.30567266461624,miscellaneous
562,Department of Social Development Studies,64.495985588727,47.80670289677184,school
563,IRRI Information and Technology Services,84.88042030786032,55.81466958866048,commercial
564,IRRI Communication,84.89189226897193,55.955528039020294,miscellaneous
565,Social Sciences Division (SSD),85.88468198638778,56.35779356702867,miscellaneous
566,IRRI Library,83.0774620921452,53.30067382751822,school
567,Mt. Banawe Store,60.15725888339768,55.015871144001515,commercial
