y,x,street_count,highway,railway,junction,geometry
14.1672214,121.2425366,1,,,,POINT (121.2425366 14.1672214)
14.1670936,121.2424621,3,,,,POINT (121.2424621 14.1670936)
14.1669842,121.2426484,4,,,,POINT (121.2426484 14.1669842)
14.1669045,121.2423856,1,,,,POINT (121.2423856 14.1669045)
14.16727,121.2426501,1,,,,POINT (121.2426501 14.16727)
14.1654808,121.2410511,3,,,,POINT (121.2410511 14.1654808)
14.1657625,121.2411077,3,,,,POINT (121.2411077 14.1657625)
14.1655406,121.241307,3,,,,POINT (121.241307 14.1655406)
14.1601419,121.2304951,3,,,yes,POINT (121.2304951 14.1601419)
14.1605086,121.2299252,3,,,yes,POINT (121.2299252 14.1605086)
14.161739,121.2311644,3,,,,POINT (121.2311644 14.161739)
14.1621525,121.2316969,3,,,,POINT (121.2316969 14.1621525)
14.1599898,121.2287101,3,,,,POINT (121.2287101 14.1599898)
14.1620418,121.2316061,3,,,,POINT (121.2316061 14.1620418)
14.1612278,121.2302939,4,,,yes,POINT (121.2302939 14.1612278)
14.1623352,121.2319267,3,,,,POINT (121.2319267 14.1623352)
14.1617658,121.230801,3,,,,POINT (121.230801 14.1617658)
14.1604956,121.2289917,3,,,,POINT (121.2289917 14.1604956)
14.1634831,121.2342112,3,,,,POINT (121.2342112 14.1634831)
14.1626568,121.2338921,3,,,,POINT (121.2338921 14.1626568)
14.1637476,121.2343682,3,,,,POINT (121.2343682 14.1637476)
14.1609689,121.2412433,4,crossing,,,POINT (121.2412433 14.1609689)
14.1656301,121.240862,4,crossing,,,POINT (121.240862 14.1656301)
14.1670901,121.2418235,3,,,,POINT (121.2418235 14.1670901)
14.1672864,121.2417846,3,,,,POINT (121.2417846 14.1672864)
14.1654967,121.2410936,3,,,,POINT (121.2410936 14.1654967)
14.1658731,121.240246,1,,,,POINT (121.240246 14.1658731)
14.1658329,121.2405423,3,,,,POINT (121.2405423 14.1658329)
14.1656706,121.2405287,3,,,,POINT (121.2405287 14.1656706)
14.1658752,121.2409166,4,,,,POINT (121.2409166 14.1658752)
14.1665334,121.2418863,4,,,,POINT (121.2418863 14.1665334)
14.1664965,121.2402162,1,,,,POINT (121.2402162 14.1664965)
14.1663888,121.2407913,4,,,,POINT (121.2407913 14.1663888)
14.1664207,121.2409285,3,,,,POINT (121.2409285 14.1664207)
14.1663114,121.24066,3,,,,POINT (121.24066 14.1663114)
14.1662709,121.2406134,4,,,,POINT (121.2406134 14.1662709)
14.1662167,121.2409886,3,,,,POINT (121.2409886 14.1662167)
14.1665415,121.2410976,3,,,,POINT (121.2410976 14.1665415)
14.151924,121.2340265,3,,,,POINT (121.2340265 14.151924)
14.1521568,121.2341218,3,,,,POINT (121.2341218 14.1521568)
14.1658212,121.2410655,3,,,,POINT (121.2410655 14.1658212)
14.1641889,121.2416859,3,,,,POINT (121.2416859 14.1641889)
14.1643195,121.2419776,3,,,,POINT (121.2419776 14.1643195)
14.1643354,121.2420066,3,,,,POINT (121.2420066 14.1643354)
14.1643001,121.2419358,3,,,,POINT (121.2419358 14.1643001)
14.1651192,121.2421218,1,,,,POINT (121.2421218 14.1651192)
14.1651844,121.2419788,3,,,,POINT (121.2419788 14.1651844)
14.167192,121.2431881,3,,,,POINT (121.2431881 14.167192)
14.1670444,121.2426828,3,,,,POINT (121.2426828 14.1670444)
14.1670118,121.2426642,3,,,,POINT (121.2426642 14.1670118)
14.1651704,121.2420095,4,,,,POINT (121.2420095 14.1651704)
14.166187,121.2433887,3,,,,POINT (121.2433887 14.166187)
14.1671859,121.2433194,4,,,,POINT (121.2433194 14.1671859)
14.1672977,121.243119,4,,,,POINT (121.243119 14.1672977)
14.167145,121.2432414,3,,,,POINT (121.2432414 14.167145)
14.1672049,121.2431161,3,,,,POINT (121.2431161 14.1672049)
14.166857,121.2424738,3,,,,POINT (121.2424738 14.166857)
14.1668796,121.2424318,3,,,,POINT (121.2424318 14.1668796)
14.1675375,121.2432173,3,,,,POINT (121.2432173 14.1675375)
14.1677385,121.2440483,3,,,,POINT (121.2440483 14.1677385)
14.1790535,121.2390751,3,,,,POINT (121.2390751 14.1790535)
14.1669669,121.2423625,3,,,,POINT (121.2423625 14.1669669)
14.1669796,121.2423394,3,,,,POINT (121.2423394 14.1669796)
14.1594305,121.2427565,3,,,,POINT (121.2427565 14.1594305)
14.1594076,121.2428354,3,,,,POINT (121.2428354 14.1594076)
14.159499,121.2427779,3,,,,POINT (121.2427779 14.159499)
14.1596776,121.2426786,1,,,,POINT (121.2426786 14.1596776)
14.1772837,121.239306,3,,,,POINT (121.239306 14.1772837)
14.1772452,121.2392259,3,,,,POINT (121.2392259 14.1772452)
14.1773624,121.2391631,1,,,,POINT (121.2391631 14.1773624)
14.1766319,121.239429,3,,,,POINT (121.239429 14.1766319)
14.1767636,121.2396057,3,,,,POINT (121.2396057 14.1767636)
14.1768711,121.2398571,3,,,,POINT (121.2398571 14.1768711)
14.1663243,121.2437497,3,,,,POINT (121.2437497 14.1663243)
14.1632139,121.2412811,1,,,,POINT (121.2412811 14.1632139)
14.1366258,121.2211836,1,,,,POINT (121.2211836 14.1366258)
14.158419,121.2251336,3,,,,POINT (121.2251336 14.158419)
14.1637033,121.216196,4,,,,POINT (121.216196 14.1637033)
14.1559243,121.227401,1,,,,POINT (121.227401 14.1559243)
14.1635317,121.2161908,3,,,,POINT (121.2161908 14.1635317)
14.16253,121.2160128,3,,,,POINT (121.2160128 14.16253)
14.1532925,121.2165867,3,,,,POINT (121.2165867 14.1532925)
14.1563006,121.2197208,3,,,,POINT (121.2197208 14.1563006)
14.1582342,121.2253756,3,,,,POINT (121.2253756 14.1582342)
14.1724762,121.2458644,3,,,,POINT (121.2458644 14.1724762)
14.1791536,121.2243766,4,crossing,,,POINT (121.2243766 14.1791536)
14.1716787,121.2030996,3,,,,POINT (121.2030996 14.1716787)
14.161442,121.2410103,3,,,,POINT (121.2410103 14.161442)
14.1612507,121.2409067,3,,,,POINT (121.2409067 14.1612507)
14.1610263,121.2410987,3,,,,POINT (121.2410987 14.1610263)
14.1610199,121.2412181,3,,,,POINT (121.2412181 14.1610199)
14.1648362,121.2428228,3,,,,POINT (121.2428228 14.1648362)
14.1647878,121.2426965,4,,,,POINT (121.2426965 14.1647878)
14.1690848,121.2549683,3,,,,POINT (121.2549683 14.1690848)
14.169401,121.2546715,3,,,,POINT (121.2546715 14.169401)
14.1691438,121.2550689,3,,,,POINT (121.2550689 14.1691438)
14.1689036,121.2547713,3,crossing,,,POINT (121.2547713 14.1689036)
14.169043,121.2549437,3,,,,POINT (121.2549437 14.169043)
14.1685552,121.2554486,3,,,,POINT (121.2554486 14.1685552)
14.1686202,121.2555174,3,,,,POINT (121.2555174 14.1686202)
14.1621014,121.2492635,4,,,,POINT (121.2492635 14.1621014)
14.1649478,121.244968,3,,,,POINT (121.244968 14.1649478)
14.1650788,121.24492,3,,,,POINT (121.24492 14.1650788)
14.1651095,121.2449904,3,,,,POINT (121.2449904 14.1651095)
14.1652272,121.2446682,3,,,,POINT (121.2446682 14.1652272)
14.1650065,121.2447579,4,,,,POINT (121.2447579 14.1650065)
14.1647936,121.2448456,3,,,,POINT (121.2448456 14.1647936)
14.1771511,121.240139,1,,,,POINT (121.240139 14.1771511)
14.1768958,121.2395307,4,,,,POINT (121.2395307 14.1768958)
14.176436,121.2404243,4,,,,POINT (121.2404243 14.176436)
14.1767199,121.2403398,1,,,,POINT (121.2403398 14.1767199)
14.1759656,121.2411908,1,,,,POINT (121.2411908 14.1759656)
14.1722453,121.2423652,1,,,,POINT (121.2423652 14.1722453)
14.1631508,121.2435795,3,,,,POINT (121.2435795 14.1631508)
14.1624681,121.2439912,4,,,,POINT (121.2439912 14.1624681)
14.1630476,121.2436325,4,,,,POINT (121.2436325 14.1630476)
14.1703049,121.2462986,1,,,,POINT (121.2462986 14.1703049)
14.1707228,121.2461534,3,,,,POINT (121.2461534 14.1707228)
14.1649383,121.2401069,1,,,,POINT (121.2401069 14.1649383)
14.1634565,121.2400519,3,,,,POINT (121.2400519 14.1634565)
14.1637871,121.2406202,3,,,,POINT (121.2406202 14.1637871)
14.1622069,121.2385576,3,,,,POINT (121.2385576 14.1622069)
14.1626595,121.2382481,1,,,,POINT (121.2382481 14.1626595)
14.1584601,121.2399795,1,,,,POINT (121.2399795 14.1584601)
14.1624151,121.2384654,1,,,,POINT (121.2384654 14.1624151)
14.1498441,121.2568137,3,,,,POINT (121.2568137 14.1498441)
14.1510925,121.2397635,1,,,,POINT (121.2397635 14.1510925)
14.1511109,121.257509,3,,,,POINT (121.257509 14.1511109)
14.1512947,121.2484869,3,,,,POINT (121.2484869 14.1512947)
14.1505648,121.2577182,3,,,,POINT (121.2577182 14.1505648)
14.1503827,121.2579596,3,,,,POINT (121.2579596 14.1503827)
14.1503359,121.258083,3,,,,POINT (121.258083 14.1503359)
14.1513354,121.2485196,3,,,,POINT (121.2485196 14.1513354)
14.1500897,121.2583902,3,,,,POINT (121.2583902 14.1500897)
14.1497264,121.2535403,3,,,,POINT (121.2535403 14.1497264)
14.1515137,121.2497456,3,,,,POINT (121.2497456 14.1515137)
14.1516356,121.248656,3,,,,POINT (121.248656 14.1516356)
14.1565081,121.2461203,1,,,,POINT (121.2461203 14.1565081)
14.1566741,121.2460201,3,,,,POINT (121.2460201 14.1566741)
14.1568415,121.2463248,3,,,,POINT (121.2463248 14.1568415)
14.1514837,121.2481809,3,,,,POINT (121.2481809 14.1514837)
14.1474516,121.2567504,3,,,,POINT (121.2567504 14.1474516)
14.1486522,121.2524988,3,,,,POINT (121.2524988 14.1486522)
14.1524234,121.2483561,3,,,,POINT (121.2483561 14.1524234)
14.1492296,121.2530424,3,,,,POINT (121.2530424 14.1492296)
14.1516378,121.2425473,3,,,,POINT (121.2425473 14.1516378)
14.1523502,121.2487194,3,,,,POINT (121.2487194 14.1523502)
14.1522618,121.2487559,3,,,,POINT (121.2487559 14.1522618)
14.1544962,121.2459162,3,,,,POINT (121.2459162 14.1544962)
14.1513206,121.2481514,3,,,,POINT (121.2481514 14.1513206)
14.1514103,121.2485881,3,,,,POINT (121.2485881 14.1514103)
14.1567593,121.2486045,3,,,,POINT (121.2486045 14.1567593)
14.1562643,121.2548217,3,,,,POINT (121.2548217 14.1562643)
14.1565523,121.2544267,3,,,,POINT (121.2544267 14.1565523)
14.152056,121.248715,3,,,,POINT (121.248715 14.152056)
14.1569317,121.2539507,3,,,,POINT (121.2539507 14.1569317)
14.1515655,121.2492222,4,,,,POINT (121.2492222 14.1515655)
14.1571662,121.2622931,3,,,,POINT (121.2622931 14.1571662)
14.1512458,121.2584445,3,,,,POINT (121.2584445 14.1512458)
14.1511082,121.25852,3,,,,POINT (121.25852 14.1511082)
14.1577519,121.261414,3,,,,POINT (121.261414 14.1577519)
14.1577367,121.248137,3,,,,POINT (121.248137 14.1577367)
14.1585753,121.2475512,3,,,,POINT (121.2475512 14.1585753)
14.1530142,121.2592752,3,,,,POINT (121.2592752 14.1530142)
14.1503678,121.255923,3,,,,POINT (121.255923 14.1503678)
14.1490628,121.2582278,3,,,,POINT (121.2582278 14.1490628)
14.1510924,121.2582037,3,,,,POINT (121.2582037 14.1510924)
14.1511357,121.2563254,4,,,,POINT (121.2563254 14.1511357)
14.1492997,121.2575677,3,,,,POINT (121.2575677 14.1492997)
14.1488663,121.2552224,3,,,,POINT (121.2552224 14.1488663)
14.1555898,121.2450863,3,,,,POINT (121.2450863 14.1555898)
14.1524442,121.2349863,1,,,,POINT (121.2349863 14.1524442)
14.1518028,121.2353225,3,,,,POINT (121.2353225 14.1518028)
14.1551788,121.2340272,1,,,,POINT (121.2340272 14.1551788)
14.1498593,121.2370296,1,,,,POINT (121.2370296 14.1498593)
14.1557858,121.2363366,3,,,,POINT (121.2363366 14.1557858)
14.1479957,121.2357529,1,,,,POINT (121.2357529 14.1479957)
14.1510368,121.235307,1,,,,POINT (121.235307 14.1510368)
14.1516916,121.2539179,3,,,,POINT (121.2539179 14.1516916)
14.1546245,121.2515655,3,,,,POINT (121.2515655 14.1546245)
14.1536021,121.2514335,3,,,,POINT (121.2514335 14.1536021)
14.1530723,121.2545087,3,,,,POINT (121.2545087 14.1530723)
14.1544442,121.2521469,4,,,,POINT (121.2521469 14.1544442)
14.1492299,121.2509934,3,,,,POINT (121.2509934 14.1492299)
14.1537098,121.2531218,3,,,,POINT (121.2531218 14.1537098)
14.1541014,121.2510972,3,,,,POINT (121.2510972 14.1541014)
14.1539514,121.2525854,3,,,,POINT (121.2525854 14.1539514)
14.1541286,121.2522682,4,,,,POINT (121.2522682 14.1541286)
14.1540718,121.2529917,3,,,,POINT (121.2529917 14.1540718)
14.1544691,121.2510321,3,,,,POINT (121.2510321 14.1544691)
14.1459592,121.2531919,3,,,,POINT (121.2531919 14.1459592)
14.1529203,121.2519186,3,,,,POINT (121.2519186 14.1529203)
14.1538828,121.2523565,4,,,,POINT (121.2523565 14.1538828)
14.146172,121.2526534,3,,,,POINT (121.2526534 14.146172)
14.1477672,121.2534284,3,,,,POINT (121.2534284 14.1477672)
14.1464818,121.2516399,1,,,,POINT (121.2516399 14.1464818)
14.1484041,121.2531159,4,,,,POINT (121.2531159 14.1484041)
14.1532693,121.2530515,3,,,,POINT (121.2530515 14.1532693)
14.1550908,121.251118,3,,,,POINT (121.251118 14.1550908)
14.1462939,121.2522913,3,,,,POINT (121.2522913 14.1462939)
14.1530852,121.2528835,3,,,,POINT (121.2528835 14.1530852)
14.1543466,121.2518443,3,,,,POINT (121.2518443 14.1543466)
14.1530149,121.2526268,3,,,,POINT (121.2526268 14.1530149)
14.1528113,121.2549927,3,,,,POINT (121.2549927 14.1528113)
14.1540205,121.2528321,3,,,,POINT (121.2528321 14.1540205)
14.1490739,121.2513884,3,,,,POINT (121.2513884 14.1490739)
14.1534424,121.2552344,3,,,,POINT (121.2552344 14.1534424)
14.153661,121.2516673,3,,,,POINT (121.2516673 14.153661)
14.1631492,121.2329404,3,,,,POINT (121.2329404 14.1631492)
14.1673939,121.2375493,3,,,,POINT (121.2375493 14.1673939)
14.1682427,121.2375717,1,,,,POINT (121.2375717 14.1682427)
14.1681635,121.2354852,1,,,,POINT (121.2354852 14.1681635)
14.166416,121.2385317,4,,,,POINT (121.2385317 14.166416)
14.1671969,121.2382172,3,,,,POINT (121.2382172 14.1671969)
14.1675862,121.237965,3,,,,POINT (121.237965 14.1675862)
14.1612363,121.2323359,1,,,,POINT (121.2323359 14.1612363)
14.1672741,121.2393667,1,,,,POINT (121.2393667 14.1672741)
14.1669939,121.2377529,1,,,,POINT (121.2377529 14.1669939)
14.1689263,121.2400817,3,,,,POINT (121.2400817 14.1689263)
14.1615399,121.2304372,3,,,,POINT (121.2304372 14.1615399)
14.1681247,121.2376204,3,,,,POINT (121.2376204 14.1681247)
14.1684546,121.2376782,1,,,,POINT (121.2376782 14.1684546)
14.1591737,121.256523,3,,,,POINT (121.256523 14.1591737)
14.1595927,121.2562953,3,,,,POINT (121.2562953 14.1595927)
14.1629616,121.2549848,3,,,,POINT (121.2549848 14.1629616)
14.1599834,121.2560753,3,,,,POINT (121.2560753 14.1599834)
14.1604218,121.2558432,3,,,,POINT (121.2558432 14.1604218)
14.1610832,121.2544942,1,,,,POINT (121.2544942 14.1610832)
14.1606456,121.2549107,3,,,,POINT (121.2549107 14.1606456)
14.1634477,121.2539832,3,,,,POINT (121.2539832 14.1634477)
14.1609274,121.2551017,3,,,,POINT (121.2551017 14.1609274)
14.1635087,121.2544411,3,,,,POINT (121.2544411 14.1635087)
14.1579528,121.2554741,1,,,,POINT (121.2554741 14.1579528)
14.1626541,121.2555511,3,,,,POINT (121.2555511 14.1626541)
14.163353,121.2555489,1,,,,POINT (121.2555489 14.163353)
14.1600885,121.2472684,1,,,,POINT (121.2472684 14.1600885)
14.1582831,121.2568579,3,,,,POINT (121.2568579 14.1582831)
14.163616,121.2547788,3,,,,POINT (121.2547788 14.163616)
14.1546302,121.2531149,3,,,,POINT (121.2531149 14.1546302)
14.1630603,121.2545601,3,,,,POINT (121.2545601 14.1630603)
14.1571426,121.2565045,3,,,,POINT (121.2565045 14.1571426)
14.1550451,121.2526864,3,,,,POINT (121.2526864 14.1550451)
14.15543,121.2523209,3,,,,POINT (121.2523209 14.15543)
14.1627167,121.2541956,3,,,,POINT (121.2541956 14.1627167)
14.158894,121.2571234,3,,,,POINT (121.2571234 14.158894)
14.1594257,121.2574108,3,,,,POINT (121.2574108 14.1594257)
14.1564801,121.2560123,4,,,,POINT (121.2560123 14.1564801)
14.1659004,121.2489587,3,,,,POINT (121.2489587 14.1659004)
14.1600105,121.2574157,3,,,,POINT (121.2574157 14.1600105)
14.1604359,121.2574995,3,,,,POINT (121.2574995 14.1604359)
14.1610815,121.2576992,3,,,,POINT (121.2576992 14.1610815)
14.1567828,121.2521838,3,,,,POINT (121.2521838 14.1567828)
14.1633418,121.253577,3,,,,POINT (121.253577 14.1633418)
14.1578474,121.2558924,4,,,,POINT (121.2558924 14.1578474)
14.1575466,121.2552099,3,,,,POINT (121.2552099 14.1575466)
14.1582286,121.2557716,3,,,,POINT (121.2557716 14.1582286)
14.1579891,121.2539961,3,,,,POINT (121.2539961 14.1579891)
14.1567818,121.2562484,3,,,,POINT (121.2562484 14.1567818)
14.1612627,121.242815,1,,,,POINT (121.242815 14.1612627)
14.1635903,121.2391762,1,,,,POINT (121.2391762 14.1635903)
14.1638936,121.2397991,4,,,,POINT (121.2397991 14.1638936)
14.1635444,121.239953,4,,,,POINT (121.239953 14.1635444)
14.1641047,121.2391782,4,,,,POINT (121.2391782 14.1641047)
14.151482,121.2486185,3,,,,POINT (121.2486185 14.151482)
14.1525405,121.2484013,3,,,,POINT (121.2484013 14.1525405)
14.1521935,121.248307,3,,,,POINT (121.248307 14.1521935)
14.1533067,121.2483123,3,,,,POINT (121.2483123 14.1533067)
14.1516853,121.2486635,3,,,,POINT (121.2486635 14.1516853)
14.1517701,121.2482267,3,,,,POINT (121.2482267 14.1517701)
14.1527165,121.2476252,3,,,,POINT (121.2476252 14.1527165)
14.1518989,121.2486885,3,,,,POINT (121.2486885 14.1518989)
14.1519765,121.2482672,3,,,,POINT (121.2482672 14.1519765)
14.1527591,121.2473609,3,,,,POINT (121.2473609 14.1527591)
14.1515309,121.2481886,3,,,,POINT (121.2481886 14.1515309)
14.1526832,121.2484273,1,,,,POINT (121.2484273 14.1526832)
14.1525752,121.2482064,1,,,,POINT (121.2482064 14.1525752)
14.1521141,121.2487277,3,,,,POINT (121.2487277 14.1521141)
14.1570071,121.2462222,1,,,,POINT (121.2462222 14.1570071)
14.1738492,121.2237207,3,,,,POINT (121.2237207 14.1738492)
14.1792928,121.2232521,4,,,,POINT (121.2232521 14.1792928)
14.1790533,121.2226846,3,,,,POINT (121.2226846 14.1790533)
14.1788203,121.2221375,3,,,,POINT (121.2221375 14.1788203)
14.1757733,121.2180914,3,,,,POINT (121.2180914 14.1757733)
14.1714167,121.2110969,4,,,,POINT (121.2110969 14.1714167)
14.1659805,121.2091918,3,,,,POINT (121.2091918 14.1659805)
14.1654508,121.2104825,3,,,,POINT (121.2104825 14.1654508)
14.1646002,121.2103567,3,,,,POINT (121.2103567 14.1646002)
14.171138,121.2107057,3,,,,POINT (121.2107057 14.171138)
14.1644396,121.2089195,3,,,,POINT (121.2089195 14.1644396)
14.1799851,121.223667,4,,,,POINT (121.223667 14.1799851)
14.1773213,121.221609,3,,,,POINT (121.221609 14.1773213)
14.1790413,121.2240857,3,,,,POINT (121.2240857 14.1790413)
14.1787873,121.2234947,3,,,,POINT (121.2234947 14.1787873)
14.1790998,121.2219537,4,,,,POINT (121.2219537 14.1790998)
14.1794054,121.222524,4,,,,POINT (121.222524 14.1794054)
14.1796933,121.223067,4,,,,POINT (121.223067 14.1796933)
14.1802794,121.2242334,3,,,,POINT (121.2242334 14.1802794)
14.1732687,121.2112698,3,,,,POINT (121.2112698 14.1732687)
14.1673511,121.2411309,3,,,,POINT (121.2411309 14.1673511)
14.1650081,121.242467,3,,,,POINT (121.242467 14.1650081)
14.1642259,121.2428016,1,,,,POINT (121.2428016 14.1642259)
14.1910972,121.2451494,3,,,,POINT (121.2451494 14.1910972)
14.1929084,121.2344742,3,,,,POINT (121.2344742 14.1929084)
14.188953,121.2529603,3,,,,POINT (121.2529603 14.188953)
14.1937202,121.2361737,3,,,,POINT (121.2361737 14.1937202)
14.1883536,121.2572859,3,,,,POINT (121.2572859 14.1883536)
14.1943627,121.2397156,3,,,,POINT (121.2397156 14.1943627)
14.1880961,121.256694,3,,,,POINT (121.256694 14.1880961)
14.1909908,121.2334,3,,,,POINT (121.2334 14.1909908)
14.1780505,121.2598204,3,,,,POINT (121.2598204 14.1780505)
14.1767652,121.2532286,4,,,,POINT (121.2532286 14.1767652)
14.1781978,121.2604914,3,,,,POINT (121.2604914 14.1781978)
14.1786503,121.2603626,1,,,,POINT (121.2603626 14.1786503)
14.1723947,121.2624894,3,,,,POINT (121.2624894 14.1723947)
14.1609468,121.263269,4,,,,POINT (121.263269 14.1609468)
14.1738788,121.261001,3,,,,POINT (121.261001 14.1738788)
14.1608916,121.2619735,4,,,,POINT (121.2619735 14.1608916)
14.1696377,121.2580915,3,,,,POINT (121.2580915 14.1696377)
14.1608721,121.2639224,3,,,,POINT (121.2639224 14.1608721)
14.1735465,121.2637189,3,,,,POINT (121.2637189 14.1735465)
14.1588715,121.2609905,3,,,,POINT (121.2609905 14.1588715)
14.1656768,121.2570066,3,,,,POINT (121.2570066 14.1656768)
14.1596859,121.2631235,4,,,,POINT (121.2631235 14.1596859)
14.1731284,121.2617386,4,,,,POINT (121.2617386 14.1731284)
14.1691961,121.2576225,4,,,,POINT (121.2576225 14.1691961)
14.1632764,121.2618636,3,,,,POINT (121.2618636 14.1632764)
14.1658089,121.2636078,4,,,,POINT (121.2636078 14.1658089)
14.1614026,121.2590881,3,,,,POINT (121.2590881 14.1614026)
14.1646984,121.262404,1,,,,POINT (121.262404 14.1646984)
14.1671058,121.2597389,4,,,,POINT (121.2597389 14.1671058)
14.1597128,121.2603669,3,,,,POINT (121.2603669 14.1597128)
14.1750852,121.2626433,3,,,,POINT (121.2626433 14.1750852)
14.1749076,121.2624135,3,,,,POINT (121.2624135 14.1749076)
14.1598604,121.2620708,3,,,,POINT (121.2620708 14.1598604)
14.1656575,121.2640155,3,,,,POINT (121.2640155 14.1656575)
14.1601883,121.2632385,3,,,,POINT (121.2632385 14.1601883)
14.1741463,121.2627534,3,,,,POINT (121.2627534 14.1741463)
14.1731946,121.2633754,3,,,,POINT (121.2633754 14.1731946)
14.1741739,121.2623934,3,,,,POINT (121.2623934 14.1741739)
14.1735965,121.262236,1,,,,POINT (121.262236 14.1735965)
14.1741998,121.2620552,3,,,,POINT (121.2620552 14.1741998)
14.1736458,121.2628956,3,,,,POINT (121.2628956 14.1736458)
14.1741603,121.2625707,3,,,,POINT (121.2625707 14.1741603)
14.1741198,121.2630986,3,,,,POINT (121.2630986 14.1741198)
14.1741056,121.2632836,1,,,,POINT (121.2632836 14.1741056)
14.1746823,121.262607,3,,,,POINT (121.262607 14.1746823)
14.1737361,121.2627882,3,,,,POINT (121.2627882 14.1737361)
14.1762362,121.2603662,3,,,,POINT (121.2603662 14.1762362)
14.176188,121.2608015,3,,,,POINT (121.2608015 14.176188)
14.1758509,121.2464071,1,,,,POINT (121.2464071 14.1758509)
14.1752606,121.2461604,3,,,,POINT (121.2461604 14.1752606)
14.1750408,121.2462649,3,,,,POINT (121.2462649 14.1750408)
14.1706496,121.2437705,3,,,,POINT (121.2437705 14.1706496)
14.1712648,121.2542953,1,,,,POINT (121.2542953 14.1712648)
14.1743806,121.2558352,3,,,,POINT (121.2558352 14.1743806)
14.1620019,121.2480503,3,,,,POINT (121.2480503 14.1620019)
14.1717829,121.2552511,3,,,,POINT (121.2552511 14.1717829)
14.1768191,121.2510113,3,crossing,,,POINT (121.2510113 14.1768191)
14.1616672,121.247769,4,,,,POINT (121.247769 14.1616672)
14.1744471,121.2555577,3,,,,POINT (121.2555577 14.1744471)
14.1617657,121.2477197,3,,,,POINT (121.2477197 14.1617657)
14.171873,121.2555228,1,,,,POINT (121.2555228 14.171873)
14.175102,121.256016,3,,,,POINT (121.256016 14.175102)
14.1733951,121.2538042,3,,,,POINT (121.2538042 14.1733951)
14.1715237,121.2545626,3,,,,POINT (121.2545626 14.1715237)
14.1766143,121.2559838,3,,,,POINT (121.2559838 14.1766143)
14.1619493,121.2480771,4,,,,POINT (121.2480771 14.1619493)
14.1734134,121.2543507,1,,,,POINT (121.2543507 14.1734134)
14.1780885,121.2543412,1,,,,POINT (121.2543412 14.1780885)
14.1618447,121.2481334,3,,,,POINT (121.2481334 14.1618447)
14.1753274,121.2559253,3,,,,POINT (121.2559253 14.1753274)
14.1614826,121.2473953,3,,,,POINT (121.2473953 14.1614826)
14.1766677,121.2548481,4,,,,POINT (121.2548481 14.1766677)
14.1569066,121.2620436,3,,,,POINT (121.2620436 14.1569066)
14.1556795,121.2620299,3,,,,POINT (121.2620299 14.1556795)
14.1553241,121.2620494,3,,,,POINT (121.2620494 14.1553241)
14.1535907,121.2595422,3,,,,POINT (121.2595422 14.1535907)
14.1549896,121.2620486,3,,,,POINT (121.2620486 14.1549896)
14.1544583,121.2620473,3,,,,POINT (121.2620473 14.1544583)
14.1776989,121.2297105,4,,,,POINT (121.2297105 14.1776989)
14.1778549,121.2299573,3,,,,POINT (121.2299573 14.1778549)
14.1775273,121.2294101,3,,,,POINT (121.2294101 14.1775273)
14.1622389,121.2425904,3,,,,POINT (121.2425904 14.1622389)
14.1572566,121.2399009,3,,,,POINT (121.2399009 14.1572566)
14.1570861,121.2420467,3,,,,POINT (121.2420467 14.1570861)
14.1620972,121.2425067,3,,,,POINT (121.2425067 14.1620972)
14.162312,121.2426986,1,,,,POINT (121.2426986 14.162312)
14.1571438,121.2396302,1,,,,POINT (121.2396302 14.1571438)
14.1767134,121.239521,3,,,,POINT (121.239521 14.1767134)
14.1767237,121.2394653,3,,,,POINT (121.2394653 14.1767237)
14.1769671,121.2398142,3,,,,POINT (121.2398142 14.1769671)
14.1766535,121.2395452,3,,,,POINT (121.2395452 14.1766535)
14.1770069,121.2397957,4,,,,POINT (121.2397957 14.1770069)
14.1766301,121.2382944,1,,,,POINT (121.2382944 14.1766301)
14.1722649,121.2455569,3,,,,POINT (121.2455569 14.1722649)
14.17385,121.2491237,1,,,,POINT (121.2491237 14.17385)
14.1698684,121.2511019,1,,,,POINT (121.2511019 14.1698684)
14.1723912,121.2432548,3,,,,POINT (121.2432548 14.1723912)
14.1752794,121.2427146,1,,,,POINT (121.2427146 14.1752794)
14.1634707,121.2396167,3,,,,POINT (121.2396167 14.1634707)
14.1566459,121.2423263,3,,,,POINT (121.2423263 14.1566459)
14.156467,121.2420347,1,,,,POINT (121.2420347 14.156467)
14.1671568,121.2399867,3,,,,POINT (121.2399867 14.1671568)
14.1672881,121.2402912,3,,,,POINT (121.2402912 14.1672881)
14.1554063,121.2409284,1,,,,POINT (121.2409284 14.1554063)
14.1688938,121.2438904,1,,,,POINT (121.2438904 14.1688938)
14.165392,121.2385314,3,,,,POINT (121.2385314 14.165392)
14.1666812,121.2436237,4,crossing,,,POINT (121.2436237 14.1666812)
14.1671905,121.24035,3,,,,POINT (121.24035 14.1671905)
14.1597241,121.2444552,3,,,,POINT (121.2444552 14.1597241)
14.1637268,121.2424473,3,,,,POINT (121.2424473 14.1637268)
14.1667967,121.2437754,3,crossing,,,POINT (121.2437754 14.1667967)
14.1650136,121.241031,3,,,,POINT (121.241031 14.1650136)
14.1658104,121.2410862,3,,,,POINT (121.2410862 14.1658104)
